序号,年份,组合,试点,基本苗（万/亩）,最高苗（万/亩）,分蘖率(%),有效穗（万/亩）,成穗率（%）,株高（cm）,穗长（cm）,每穗总粒数,每穗实粒数,结实率(%),千粒重(g),播期（月/日）,栽期（月/日）,秧龄/天,始穗（月/日）,齐穗（月/日）,成熟期（月/日）,全生育期（天）
4582,2014,鑫两优529,凤阳,3.9,20.9,435.9,13.5,64.6,108.9,23.4,214,167.3,78.2,25.2,5月5日,6月13日,39,8月15日,8月20日,10月9日,157
4583,2014,鑫两优529,芜湖,8,29.8,272.5,17.8,59.7,114.5,23.6,165.4,133.4,80.7,26.9,5月11日,6月10日,30,8月12日,8月16日,9月21日,133
4584,2014,鑫两优529,六安,4,19.2,380,13.6,70.8,124.6,25.1,215.5,166.4,77.2,25.5,5月3日,6月3日,31,8月4日,8月9日,9月16日,136
4585,2014,鑫两优529,全椒,6.3,24.3,285.7,18.8,77.4,125.7,25.5,192.9,148.1,76.8,26.8,4月29日,6月6日,38,8月10日,8月14日,9月18日,142
4586,2014,天优131,省院,3.4,19.1,459.2,15.1,79.1,128,25.3,271.1,176.6,65.1,31.2,5月4日,6月3日,30,8月12日,8月16日,9月25日,144
4587,2014,天优131,凤阳,2.6,14.3,450,11,76.9,118.7,24.1,297.7,177,59.5,29.4,5月5日,6月13日,39,8月26日,9月2日,10月13日,161
4588,2014,天优131,芜湖,7.5,28.2,276,16.4,58.2,112.8,22.6,159.7,125.6,78.6,29.6,5月11日,6月10日,30,8月16日,8月19日,9月25日,137
4589,2014,天优131,六安,3.5,15.9,354.3,11.2,70.4,128.2,24.6,231.9,164.5,70.9,29.8,5月3日,6月3日,31,8月11日,8月16日,9月25日,145
4590,2014,天优131,全椒,5.7,21.7,280.7,12.8,59,123.3,24.1,244.9,163.8,66.9,30,4月29日,6月6日,38,8月12日,8月17日,9月21日,145
4591,2014,两优0816,省院,4.9,22.5,363,12.2,54.1,123,24.7,257.5,221,85.8,27.6,5月4日,6月3日,30,8月8日,8月12日,9月19日,138
4592,2014,两优0816,凤阳,3.7,15.9,329.7,12.1,76.1,120.1,22.7,239,201.7,84.4,27,5月5日,6月13日,39,8月17日,8月20日,10月11日,159
4593,2014,两优0816,芜湖,6.1,25.1,311.5,15.2,60.6,122.1,25.1,182.8,152.3,83.3,28.4,5月11日,6月10日,30,8月10日,8月14日,9月24日,136
4594,2014,两优0816,六安,3,14,366.7,9.5,67.9,131.1,25.4,256,221.2,86.4,28,5月3日,6月3日,31,8月5日,8月11日,9月21日,141
4595,2014,两优0816,全椒,4.8,25.5,431.3,13.9,54.5,132.3,25,225,167,74.2,29.2,4月29日,6月6日,38,8月8日,8月11日,9月19日,143
4596,2014,众两优460,省院,5.8,24.8,329.7,18.9,76.4,116,23.1,214.7,186,86.6,25.4,5月4日,6月3日,30,8月8日,8月12日,9月19日,138
4597,2014,众两优460,凤阳,2.7,18.7,592.6,12.1,64.7,113.7,23.6,273.6,191,69.8,25.2,5月5日,6月13日,39,8月20日,8月24日,10月11日,159
4598,2014,众两优460,芜湖,6.6,26.5,301.5,16.7,63,108.6,24.4,203.9,172.5,84.6,25.2,5月11日,6月10日,30,8月12日,8月15日,9月25日,137
4599,2014,众两优460,六安,3.5,16.3,365.7,11.6,71.2,125.5,24.1,256.5,216.5,84.4,24,5月3日,6月3日,31,8月7日,8月13日,9月22日,142
4600,2014,众两优460,全椒,5,21.4,328,15,70.1,123,23.3,226,178.1,78.8,26,4月29日,6月6日,38,8月7日,8月11日,9月15日,139
4601,2014,晶两优1125,省院,4.9,21.6,344.4,17,78.8,126,29.2,241.9,196.9,81.4,28.4,5月4日,6月3日,30,8月8日,8月12日,9月19日,138
4602,2014,晶两优1125,凤阳,3.5,18,414.3,13.5,75,125.3,26.9,203.5,185.6,91.2,28.3,5月5日,6月13日,39,8月17日,8月21日,10月14日,162
4603,2014,晶两优1125,芜湖,8.1,28.7,254.3,17.9,62.4,127.1,24.9,183.3,151,82.4,28.3,5月11日,6月10日,30,8月13日,8月17日,9月29日,141
4604,2014,晶两优1125,六安,4,17.9,347.5,12.5,69.8,134,26,213.1,173.1,81.2,28,5月3日,6月3日,31,8月5日,8月11日,9月19日,139
4605,2014,晶两优1125,全椒,4.7,22.4,376.6,17,75.9,135.7,25.9,181.5,135,74.4,29.3,4月29日,6月6日,38,8月8日,8月13日,9月15日,139
4606,2014,嘉浙优97,省院,3.6,17.1,375,13.9,81.1,128,24.6,203.8,140.4,68.9,30.7,5月4日,6月3日,30,8月3日,8月7日,9月12日,131
4607,2014,嘉浙优97,凤阳,3.2,18.5,478.1,11.5,62.2,124,24.8,299,204.1,68.3,28.5,5月5日,6月13日,39,8月6日,8月10日,10月12日,160
4608,2014,嘉浙优97,芜湖,6.5,26.2,303.1,15.2,58,125.3,22.9,164.4,136.7,83.2,31.5,5月11日,6月10日,30,8月6日,8月9日,9月17日,129
4609,2014,嘉浙优97,六安,3.5,18.8,437.1,13.1,69.7,130.3,24.6,199.7,143.6,71.9,30.1,5月3日,6月3日,31,8月4日,8月7日,9月17日,137
4610,2014,嘉浙优97,全椒,5.7,23.4,310.5,11.4,60.7,136.3,25.1,207.7,162,78,30.8,4月29日,6月4日,36,8月5日,8月8日,9月13日,137
4611,2014,广两优678,省院,4.3,26.6,514.6,14.9,56.2,122,24.9,249.8,161.5,64.6,28.4,5月4日,6月3日,30,8月8日,8月12日,9月20日,139
4612,2014,广两优678,凤阳,3.6,22.1,513.8,13.9,62.9,114.5,23.6,259,230.3,88.9,22.8,5月5日,6月13日,39,8月17日,8月20日,10月17日,165
4613,2014,广两优678,芜湖,8.2,30.1,267.1,17.9,59.5,121.1,23.8,175.7,142.5,81.1,26.3,5月11日,6月10日,30,8月14日,8月17日,9月29日,141
4614,2014,广两优678,六安,3,19.5,550,13.8,70.8,127.6,24.7,229.4,151.8,66.2,26.7,5月3日,6月3日,31,8月10日,8月16日,9月24日,144
4615,2014,广两优678,全椒,5.3,22.4,322.6,12.2,54.5,123,26.7,266.7,157.8,59.2,26,4月29日,6月4日,36,8月11日,8月14日,9月20日,144
4616,2014,望S/新恢1999,省院,4.3,22.7,426,13.7,60.1,122,27.3,206.2,155.3,75.3,28.1,5月4日,6月3日,30,8月14日,8月18日,9月28日,147
4617,2014,望S/新恢1999,凤阳,5.1,21.4,319.6,13.5,63.1,124.1,25.3,206.3,169.7,82.3,27.5,5月5日,6月13日,39,8月25日,8月29日,10月13日,161
4618,2014,望S/新恢1999,芜湖,5.9,24.5,315.3,15.4,62.9,131.2,28.7,219.6,185.5,84.5,26.6,5月11日,6月10日,30,8月17日,8月20日,9月29日,141
4619,2014,望S/新恢1999,六安,3.3,17.3,424.2,11.3,65.3,135.9,28.1,231.8,204.4,88.2,26.3,5月3日,6月3日,31,8月15日,8月19日,9月26日,146
4620,2014,望S/新恢1999,全椒,6,23.7,295,14.2,67.1,134,28.4,189.6,155.9,82.2,28.6,4月29日,6月4日,36,8月14日,8月16日,9月23日,147
4621,2014,绿三A/9Z055,省院,3.6,17.3,381.3,11.8,67.9,130,26.3,286.7,207.4,72.4,24.5,5月4日,6月3日,30,8月8日,8月12日,9月17日,136
4622,2014,绿三A/9Z055,凤阳,2.9,19.5,572.4,13.4,68.7,123.9,25.2,312.5,170,54.4,23.3,5月5日,6月13日,39,8月12日,8月14日,10月11日,159
4623,2014,绿三A/9Z055,芜湖,6.4,25.9,304.7,16.1,62.2,136.2,24.8,194.7,163,83.7,24.1,5月11日,6月10日,30,8月7日,8月16日,9月25日,137
4624,2014,绿三A/9Z055,六安,3,17.6,486.7,11.3,64.2,140.3,21.8,226.2,194.1,85.8,26.8,5月3日,6月3日,31,8月14日,8月20日,9月26日,146
4625,2014,绿三A/9Z055,全椒,5,18.7,274,13,69.5,141.3,26.3,246,180,73.1,25.4,4月29日,6月4日,36,8月6日,8月11日,9月17日,141
4626,2014,C两优300,省院,3.8,26.3,596.4,18.5,70.2,113,24.8,232.7,155,66.6,24.2,5月4日,6月3日,30,8月9日,8月13日,9月21日,140
4627,2014,C两优300,凤阳,3.9,25.2,546.1,15.8,63.2,105.8,23.4,256,212.7,83.1,22.9,5月5日,6月13日,39,8月15日,8月18日,10月11日,159
4628,2014,C两优300,芜湖,7.1,27.3,284.5,18.3,67,113.1,24.2,215.1,171.4,79.7,23.4,5月11日,6月10日,30,8月12日,8月15日,9月22日,134
4629,2014,C两优300,六安,3.5,20.5,485.7,14.3,69.8,115.5,25,210.5,169.5,80.5,25.1,5月3日,6月3日,31,8月7日,8月13日,9月21日,141
4630,2014,C两优300,全椒,6.3,23.4,271.4,17.5,67.9,122.3,25.1,203.4,159.8,78.6,24.7,4月29日,6月4日,36,8月10日,8月12日,9月16日,140
4631,2014,深两优4198,省院,4,23,479.5,16.6,72.3,125,24.2,193.9,162.5,83.8,27.4,5月4日,6月3日,30,8月12日,8月16日,9月24日,143
4632,2014,深两优4198,凤阳,2.9,18.9,551.7,12.5,66.1,112.4,23.1,241.3,209.5,86.8,25.8,5月5日,6月13日,39,8月23日,8月26日,10月10日,158
4633,2014,深两优4198,芜湖,7.3,28.4,289,17.5,61.6,116.8,23.4,187.9,158.6,84.4,26.8,5月11日,6月10日,30,8月15日,8月18日,9月24日,136
4634,2014,深两优4198,六安,3,18.6,520,11.9,64,128.7,26.3,214.7,193.7,90.2,25.6,5月3日,6月3日,31,8月13日,8月19日,9月26日,146
4635,2014,深两优4198,全椒,5.6,23.7,323.2,14.2,65.4,121,25.6,194.8,165.8,85.1,29,4月29日,6月4日,36,8月14日,8月16日,9月21日,145
4636,2014,Ⅱ优838（CK）,省院,4.1,21.8,427.2,14.3,65.4,130,26.3,183.3,147,80.2,32.1,5月4日,6月3日,30,8月8日,8月12日,9月17日,136
4637,2014,Ⅱ优838（CK）,凤阳,2.9,18.6,541.4,13.5,72.6,118.2,26.8,188.3,163.3,86.7,30.4,5月5日,6月13日,39,8月17日,8月20日,10月8日,156
4638,2014,Ⅱ优838（CK）,芜湖,7.2,27.4,280.6,17.1,62.4,130.7,25.3,172.6,140.3,81.3,30.2,5月11日,6月10日,30,8月12日,8月15日,9月23日,135
4639,2014,Ⅱ优838（CK）,六安,3.2,18.8,487.5,13.3,70.7,136.3,26.5,177.3,151.3,85.3,28.6,5月3日,6月3日,31,8月8日,8月12日,9月20日,140
4640,2014,Ⅱ优838（CK）,全椒,6.5,23.7,264.6,14.7,62,134.3,27.2,160.8,133.4,83,31.2,4月29日,6月4日,36,8月11日,8月13日,9月20日,144
4641,2014,嘉两优393,省院,3.4,21.6,531.6,14.3,66.1,120,23.5,204.6,162.7,79.5,27.1,5月4日,6月3日,30,8月9日,8月13日,9月20日,139
4642,2014,嘉两优393,凤阳,3,19.7,556.7,13.9,61.2,106.7,22.2,249.3,186.7,74.9,27.8,5月5日,6月13日,39,8月15日,8月18日,10月9日,157
4643,2014,嘉两优393,芜湖,5.6,23.7,323.2,15.8,66.7,118.5,22.6,184.9,147.1,79.6,26.7,5月11日,6月10日,30,8月10日,8月13日,9月18日,130
4644,2014,嘉两优393,六安,3.5,16.8,380,11.5,68.5,125.6,25.3,226.4,177.6,78.4,27.5,5月3日,6月3日,31,8月9日,8月16日,9月22日,142
4645,2014,嘉两优393,全椒,6.3,29.2,364.5,12.5,45.9,114.3,23.6,212.7,167.9,78.9,28.2,4月29日,6月4日,36,8月6日,8月9日,9月20日,144
4646,2014,隆两优301,省院,3.2,20.3,525,13.9,68.4,132,24.7,200.9,137.3,68.3,29.6,5月4日,6月3日,30,8月15日,8月19日,9月27日,146
4647,2014,隆两优301,凤阳,3.9,23.4,500,16.2,69.2,120.6,24,184,160,87,25.7,5月5日,6月13日,39,8月26日,9月1日,10月17日,165
4648,2014,隆两优301,芜湖,7.4,28.9,290.5,16.8,58.1,121.7,23.5,167.5,134.2,80.1,28.5,5月11日,6月10日,30,8月19日,8月22日,9月25日,137
4649,2014,隆两优301,六安,3,15.2,406.7,11,72.4,135.7,26,191.9,172.5,89.9,30.7,5月3日,6月3日,31,8月15日,8月20日,9月26日,146
4650,2014,隆两优301,全椒,5.2,22.4,330.8,12.2,54.5,138.3,27.4,205.5,168.6,82,30.7,4月29日,6月4日,36,8月17日,8月19日,9月20日,144
4651,2014,Y两优1304,省院,3.2,27.7,754.2,16,57.7,118,26.6,173.7,146.5,84.3,27.8,5月4日,6月3日,30,8月14日,8月18日,9月26日,145
4652,2014,Y两优1304,凤阳,3.7,20,440.5,12.1,60.5,116.5,24.2,233,190,81.5,30.5,5月5日,6月13日,39,8月26日,9月1日,10月14日,162
4653,2014,Y两优1304,芜湖,5.8,25,331,17.6,70.4,123.6,26.6,196.3,168.8,86,25.9,5月11日,6月10日,30,8月15日,8月21日,9月27日,139
4654,2014,Y两优1304,六安,3.6,19.2,433.3,13.5,70.3,125.1,27.6,183.2,171,93.3,26.3,5月3日,6月3日,31,8月12日,8月20日,9月26日,146
4655,2014,Y两优1304,全椒,6.9,24.7,258,14.2,57.5,124.7,28.3,181.8,155,85.3,26.9,4月29日,6月4日,36,8月17日,8月19日,9月23日,147
4656,2014,095S/AC3191,省院,3.1,26.3,760.3,16.4,62.2,115,23.5,224,149.9,66.9,26,5月4日,6月3日,30,8月9日,8月13日,9月19日,138
4657,2014,095S/AC3191,凤阳,4.2,25.6,509.5,18.9,73.8,111.3,20.1,177.3,154.9,87.4,24.5,5月5日,6月13日,39,8月16日,8月20日,10月15日,163
4658,2014,095S/AC3191,芜湖,7,26.8,282.9,16.2,60.4,115.1,23.8,209.4,173.4,82.8,25,5月11日,6月10日,30,8月12日,8月15日,9月25日,137
4659,2014,095S/AC3191,六安,3.5,20.2,477.1,14.1,69.8,115.8,24.5,235.7,175.8,74.6,24.2,5月3日,6月3日,31,8月8日,8月13日,9月20日,140
4660,2014,095S/AC3191,全椒,5.3,20,277.4,13.6,68,119.7,25.1,242.4,198,81.7,25.7,4月29日,6月4日,36,8月10日,8月12日,9月17日,141
4661,2014,两优604,省院,3.2,22.1,580.6,14.7,66.7,110,25.9,236.2,194.2,82.2,30.6,5月4日,6月3日,30,8月8日,8月12日,9月19日,138
4662,2014,两优604,凤阳,2.8,18.9,575,11.5,60.8,106.1,21.5,259,193.7,74.8,28.7,5月5日,6月13日,39,8月24日,8月27日,10月17日,165
4663,2014,两优604,芜湖,6.7,25.3,277.6,17.6,69.6,117.5,23.9,176.2,148.4,84.2,28.3,5月11日,6月10日,30,8月11日,8月16日,9月25日,137
4664,2014,两优604,六安,3.5,18.3,422.9,13.1,71.6,125,24.9,192.4,171,88.9,27,5月3日,6月3日,31,8月12日,8月18日,9月24日,144
4665,2014,两优604,全椒,5.6,28.6,410.7,12.2,46.9,116.3,27.3,223.4,158.2,70.8,30.4,4月29日,6月4日,36,8月12日,8月15日,9月22日,146
4666,2014,丰两优香391,省院,3.4,21.8,538.2,12.6,57.7,128,23.9,208.3,163.7,78.6,28.2,5月4日,6月3日,30,8月9日,8月13日,9月20日,139
4667,2014,丰两优香391,凤阳,3.6,20.1,458.3,13.4,66.7,115.3,23.8,230,178.1,77.4,27.8,5月5日,6月13日,39,8月21日,8月25日,10月13日,161
4668,2014,丰两优香391,芜湖,6.8,26.9,295.6,16,59.5,120.7,23.6,186.3,145.9,78.3,26.9,5月11日,6月10日,30,8月11日,8月14日,9月28日,140
4669,2014,丰两优香391,六安,3.2,18.2,468.8,13,71.4,134.6,28.1,229.7,157.6,68.6,28.2,5月3日,6月3日,31,8月10日,8月15日,9月26日,146
4670,2014,丰两优香391,全椒,5.3,25.1,373.6,13,45.4,127.3,24.9,193.9,140.2,72.3,27.2,4月29日,6月4日,36,8月7日,8月10日,9月12日,136
4671,2014,T两优8728,省院,3.6,17.6,387.5,12.2,69.4,130,27.7,210.9,180.6,85.6,32.3,5月4日,6月3日,30,8月11日,8月15日,9月24日,143
4672,2014,T两优8728,凤阳,3.5,16.1,360,11.9,73.9,119.7,25.6,278.5,206,74,28.7,5月5日,6月13日,39,8月25日,8月27日,10月17日,165
4673,2014,T两优8728,芜湖,5.7,24.6,331.6,16.3,66.3,136.3,27.7,162.8,134.5,82.6,29.4,5月11日,6月10日,30,8月17日,8月21日,9月27日,139
4674,2014,T两优8728,六安,3.5,17.6,402.9,10.8,61.4,140,25.6,228.6,189.9,83.1,28.6,5月3日,6月3日,31,8月14日,8月20日,9月26日,146
4675,2014,T两优8728,全椒,5.9,21.7,267.8,10.9,57.6,141.7,27.8,230.4,162.4,70.5,31,4月29日,6月4日,36,8月16日,8月18日,9月16日,140
4676,2014,C两优259,省院,6.8,28.1,311.2,21.8,77.7,113,24,184.9,147.2,79.6,23.3,5月4日,6月3日,30,8月8日,8月12日,9月18日,137
4677,2014,C两优259,凤阳,4.1,25.1,512.2,18.7,74.5,105.1,22.2,190.8,167,87.5,23.8,5月5日,6月13日,39,8月18日,8月21日,10月16日,164
4678,2014,C两优259,芜湖,8.1,30.2,272.8,20,66.2,113,23.4,183.7,150.3,81.8,22.7,5月11日,6月10日,30,8月11日,8月16日,9月24日,136
4679,2014,C两优259,六安,3,19.5,550,13.8,70.8,110.9,25,239.6,195.8,81.7,22.5,5月3日,6月3日,31,8月7日,8月11日,9月19日,139
4680,2014,C两优259,全椒,5.6,20.7,269.6,14.7,71,111.7,25.8,237.3,186.3,78.5,24.6,4月29日,6月4日,36,8月11日,8月13日,9月16日,140
4681,2014,德两优6314,省院,5.4,23,325,16.6,72.3,125,24.8,223.7,178.7,79.9,26.4,5月4日,6月3日,30,8月8日,8月12日,9月13日,132
4682,2014,德两优6314,凤阳,3.2,18,462.5,12.1,67.2,126.4,24.6,209,185.7,88.9,30,5月5日,6月13日,39,8月13日,8月17日,10月12日,160
4683,2014,德两优6314,芜湖,6.4,25.6,300,15.2,59.4,127.1,24.7,184.9,153.8,83.2,27.7,5月11日,6月10日,30,8月9日,8月13日,9月17日,129
4684,2014,德两优6314,六安,4,17.2,330,12.3,71.5,138.5,25.9,215.3,175.6,81.6,27.1,5月3日,6月3日,31,8月7日,8月12日,9月20日,140
4685,2014,德两优6314,全椒,6.3,24,281,15,62.5,139.3,25.4,189.6,132.6,69.9,27.6,4月29日,6月4日,36,8月6日,8月8日,9月12日,136
4686,2014,C3优2000,省院,2.9,12.6,337.5,11.1,88.3,135,26.4,293.3,210.9,71.9,28.6,5月4日,6月3日,30,8月9日,8月13日,9月12日,131
4687,2014,C3优2000,凤阳,3.1,17,448.4,11,64.7,125.3,26,307,206.1,67.1,27,5月5日,6月13日,39,8月23日,8月26日,10月12日,160
4688,2014,C3优2000,芜湖,5.8,24.4,320.7,15,61.5,124.8,26.9,194.4,167.4,86.1,30,5月11日,6月10日,30,8月13日,8月17日,9月25日,137
4689,2014,C3优2000,六安,3.5,13.6,288.6,9.3,68.4,145.8,25.2,306.7,235.3,76.7,27.9,5月3日,6月3日,31,8月9日,8月13日,9月21日,141
4690,2014,C3优2000,全椒,3.9,12.4,217.9,10.9,87.9,143,27.7,246.2,186.4,75.7,32.7,4月29日,6月4日,36,8月16日,8月18日,9月22日,146
4691,2014,传奇T两优980,省院,3.1,18.7,510.3,14.1,75.3,130,25.3,242.4,181.6,74.9,28,5月4日,6月3日,30,8月9日,8月13日,9月12日,131
4692,2014,传奇T两优980,凤阳,3.7,19.1,416.2,12.9,67.5,119.3,23.6,191.3,175,91.5,29.1,5月5日,6月13日,39,8月19日,8月24日,10月16日,164
4693,2014,传奇T两优980,芜湖,7.3,28.3,287.7,17.6,62.2,132.1,23.2,197.8,158.7,80.2,26.6,5月11日,6月10日,30,8月10日,8月14日,9月22日,134
4694,2014,传奇T两优980,六安,3.5,18.4,425.7,13.7,74.4,140.3,22.3,184.5,151.6,82.2,28,5月3日,6月3日,31,8月10日,8月15日,9月25日,145
4695,2014,传奇T两优980,全椒,5.9,23.4,296.6,12.2,52.1,138.3,24.6,235.4,173.3,73.6,27.7,4月29日,6月4日,36,8月9日,8月12日,9月15日,139
4696,2014,广两优1261,省院,3.4,16.4,380.3,13.2,80.5,115,26.4,206.9,166,80.3,31.7,5月4日,6月3日,30,8月5日,8月9日,9月14日,133
4697,2014,广两优1261,凤阳,3.6,19.4,438.9,12,61.9,115,25.6,261.7,195.6,74.7,28.7,5月5日,6月13日,39,8月6日,8月11日,10月12日,160
4698,2014,广两优1261,芜湖,6.5,25.4,290.8,16,63,118.5,25.5,160.7,127.5,79.3,30.5,5月11日,6月10日,30,8月8日,8月11日,9月13日,125
4699,2014,广两优1261,六安,3.5,17.4,397.1,11.9,68.4,126.5,27.1,247.9,167.6,67.6,28.4,5月3日,6月3日,31,8月3日,8月7日,9月12日,132
4700,2014,广两优1261,全椒,6.5,24,269.2,13.4,55.8,126.7,25.8,191.6,142.3,74.3,31,4月29日,6月4日,36,8月6日,8月8日,9月10日,134
4701,2014,N两优2号,省院,3.8,19.1,406,16,83.5,117,26.4,248,188.3,75.9,24.5,5月4日,6月3日,30,8月12日,8月16日,9月21日,140
4702,2014,N两优2号,凤阳,3.5,18.6,431.4,12.6,67.7,110.1,26.7,300.6,207.3,69,24.5,5月5日,6月13日,39,8月24日,8月27日,10月16日,164
4703,2014,N两优2号,芜湖,7,26,271.4,17.1,65.8,112.6,27.6,205.1,161.2,78.6,24.1,5月11日,6月10日,30,8月14日,8月17日,9月28日,140
4704,2014,N两优2号,六安,4,21.3,432.5,14.4,67.6,118.8,25.8,207.2,166,80.1,25.1,5月3日,6月3日,31,8月12日,8月17日,9月25日,145
4705,2014,N两优2号,全椒,4.9,19.4,295.9,13.4,78.4,113.3,28.1,216.6,174,80.3,25.5,4月29日,6月4日,36,8月15日,8月17日,9月20日,144
4706,2014,Y两优828,省院,3.2,20.9,545.8,17.4,83.3,115,25.9,182.4,132.8,72.8,27.6,5月4日,6月3日,30,8月12日,8月16日,9月24日,143
4707,2014,Y两优828,凤阳,3.2,20.5,540.6,13.7,66.8,98.1,24.8,200.7,175.5,87.4,29.4,5月5日,6月13日,39,8月23日,8月26日,10月12日,160
4708,2014,Y两优828,芜湖,6.6,26.2,297,16.4,62.6,103.2,26.3,184.7,147.6,79.9,26.9,5月11日,6月10日,30,8月17日,8月20日,9月29日,141
4709,2014,Y两优828,六安,3.4,21,517.6,14.9,71,115.3,26.4,190.1,143.5,75.5,27.6,5月3日,6月3日,31,8月11日,8月18日,9月24日,144
4710,2014,Y两优828,全椒,6.9,26.7,287,14.2,48.7,113.7,28.7,212.7,156.6,73.6,28.8,4月29日,6月4日,36,8月15日,8月17日,9月17日,141
4711,2014,Ⅱ优838（CK）,省院,5,17.3,243.8,13.7,78.8,130,27.4,200,179.4,89.7,31.3,5月4日,6月3日,30,8月8日,8月12日,9月14日,133
4712,2014,Ⅱ优838（CK）,凤阳,3.4,18.5,444.1,12.3,66.5,118.8,26.3,188.8,176.5,93.5,30.9,5月5日,6月13日,39,8月17日,8月20日,10月8日,156
4713,2014,Ⅱ优838（CK）,芜湖,7.2,27.8,286.1,17.3,62.2,130.6,25.7,170,140.1,82.4,30,5月11日,6月10日,30,8月12日,8月16日,9月23日,135
4714,2014,Ⅱ优838（CK）,六安,3,18.2,506.7,13.3,73.1,135.6,26.8,177.7,151,85,28.7,5月3日,6月3日,31,8月8日,8月12日,9月20日,140
4715,2014,Ⅱ优838（CK）,全椒,5.6,21.4,282.1,14.2,76.6,128,27,161.8,137.5,85,31.1,4月29日,6月4日,36,8月12日,8月14日,9月19日,143
4716,2014,T两优2928,省院,4.9,16.4,238,13.4,81.8,111,23.1,251.7,225.4,89.6,25.6,5月4日,6月3日,30,8月8日,8月12日,9月12日,131
4717,2014,T两优2928,凤阳,3.6,18.6,416.7,14.4,77.4,126,23.4,262.3,200.7,76.5,24.8,5月5日,6月13日,39,8月17日,8月20日,10月16日,164
4718,2014,T两优2928,芜湖,6.9,28.7,315.9,18.1,63.1,126.4,24.2,196.2,165.4,84.3,25,5月11日,6月10日,30,8月10日,8月14日,9月20日,132
4719,2014,T两优2928,六安,3.5,17.2,391.4,11.4,66.3,145.7,25.6,237.6,193.7,81.5,26.4,5月3日,6月3日,31,8月8日,8月13日,9月21日,141
4720,2014,T两优2928,全椒,4.6,19.4,321.7,13.4,71.6,138.7,24.3,274.9,144.5,52.6,26.5,4月29日,6月4日,36,8月10日,8月12日,9月12日,136
4721,2014,两优9506,省院,2.7,16.4,508.3,13.2,80.5,128,26.7,281.1,215.9,76.8,28.2,5月4日,6月3日,30,8月7日,8月11日,9月12日,131
4722,2014,两优9506,凤阳,3,18.3,510,13.1,71.6,115.7,25.3,245,201,82,27.6,5月5日,6月13日,39,8月13日,8月16日,10月16日,164
4723,2014,两优9506,芜湖,5.7,24.6,331.6,16.8,68.3,114.2,24,185.3,153.4,82.8,27.7,5月11日,6月10日,30,8月8日,8月11日,9月21日,133
4724,2014,两优9506,六安,3,17.5,483.3,12.3,70.3,130.9,28.2,256.2,178.4,69.6,27.3,5月3日,6月3日,31,8月7日,8月11日,9月21日,141
4725,2014,两优9506,全椒,5.6,18.4,228.6,12.2,66.3,124.7,27.6,219.1,167,76.2,27.5,4月29日,6月4日,36,8月6日,8月8日,9月14日,138
4726,2014,两优118,省院,3.8,19.6,417.9,14.5,74,128,23.4,215.4,153.6,71.3,30.2,5月4日,6月3日,30,8月8日,8月12日,9月12日,131
4727,2014,两优118,凤阳,3.7,21.5,481.1,14.3,66.5,115.2,24.2,235.8,170.3,72.2,25.6,5月5日,6月13日,39,8月14日,8月17日,10月16日,164
4728,2014,两优118,芜湖,5.9,23.7,301.7,14.9,62.9,118.3,24.7,221.1,175.3,79.3,27.9,5月11日,6月10日,30,8月9日,8月12日,9月18日,130
4729,2014,两优118,六安,3.5,18.2,420,11.3,62.1,134.4,25.4,237.5,192.5,81.1,27.8,5月3日,6月3日,31,8月8日,8月13日,9月22日,142
4730,2014,两优118,全椒,6.6,24.4,269.6,14.2,68.4,125,24.3,192.5,143.2,74.4,28.7,4月29日,6月4日,36,8月7日,8月9日,9月15日,139
4731,2014,科两优9626,省院,3.8,15.1,298.8,13.2,87.8,140,23.5,245.8,200.8,81.7,27.7,5月4日,6月3日,30,8月8日,8月12日,9月12日,131
4732,2014,科两优9626,凤阳,3.6,21.9,508.3,13.9,63.5,123,22.3,192.5,179,93,26.9,5月5日,6月13日,39,8月18日,8月21日,10月12日,160
4733,2014,科两优9626,芜湖,6.8,25.9,280.9,15.7,60.6,126.5,24.4,203.3,178.5,87.8,27.1,5月11日,6月10日,30,8月10日,8月14日,9月22日,134
4734,2014,科两优9626,六安,3.7,20,440.5,13.2,66,128.6,25.5,217.6,178.8,82.2,25.4,5月3日,6月3日,31,8月8日,8月13日,9月19日,139
4735,2014,科两优9626,全椒,7.9,31.4,297.5,14.7,52.2,135.7,24.3,202,148.7,73.6,28.5,4月29日,6月4日,36,8月9日,8月11日,9月15日,139
4736,2014,两优4631,省院,5.4,23.2,329.2,17.2,74.3,128,25.5,206.6,154.4,74.7,28.4,5月4日,6月3日,30,8月9日,8月13日,9月12日,131
4737,2014,两优4631,凤阳,3.7,20.6,456.8,12.6,61.2,113.9,24.4,270.8,203.3,75.1,27.2,5月5日,6月13日,39,8月20日,8月24日,10月16日,164
4738,2014,两优4631,芜湖,6.7,26.5,295.5,16.5,62.3,122.7,25.9,197.7,165.5,83.7,27.2,5月11日,6月10日,30,8月14日,8月17日,9月25日,137
4739,2014,两优4631,六安,3.4,15.9,367.6,10.9,68.6,135.7,24.9,212.6,192.3,90.5,28.9,5月3日,6月3日,31,8月11日,8月16日,9月25日,145
4740,2014,两优4631,全椒,6.9,26.1,278.3,13.9,49.8,132,25.3,200,154.9,77.4,28.9,4月29日,6月4日,36,8月12日,8月15日,9月22日,146
